age,bedroom,city,date,func,latitude,location,longitude,meterage,parking,price,price_per_meter,properties,region,region_city_loc,title,type
"9,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"98,  متر","1,  پارکینگ",11.3 میلیارد,115 میلیون,مسکونی,,تهران ، منطقه 1 ، شهرک نفت,"98متر,شهرک صدف, سرمایه‌گذاری 🔱🔱",مسکونی
"10,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"75,  متر","1,  پارکینگ",9 میلیارد,120 میلیون,مسکونی,,تهران ، منطقه 1 ، داراباد,"75متر,داراباد,خوش نقشه",مسکونی
"11,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"95,  متر","1,  پارکینگ",12.5 میلیارد,,مسکونی,,تهران ، منطقه 1 ، شهرک لاله,"95متر,بلوار ارتش, شهرک لاله ",مسکونی
"8,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"85,  متر","1,  پارکینگ",7.8 میلیارد,91.8 میلیون,مسکونی,,تهران ، منطقه 2 ، ستارخان,85 متر 2خواب 8 ساله سالن پرده خور خوش نقشه,مسکونی
"7,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"85,  متر","1,  پارکینگ",8 میلیارد,94.1 میلیون,مسکونی,,تهران ، منطقه 2 ، ستارخان,85 متر سالن پرده خور وآشپزخانه شیک باپنجره اختصاصی,مسکونی
"14,  ساله","3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"130,  متر","1,  پارکینگ",12.4 میلیارد,95.4 میلیون,مسکونی,,تهران ، منطقه 2 ، پاتریس لومومبا,130 متر 3 خواب پاتریس سالن پرده خور با 2 بالکن,مسکونی
 ساله,"4,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"350,  متر","4,  پارکینگ",0,,مسکونی,,تهران ، منطقه 3 ، دروس,ساختمان لوکس 350 متر دروس تک واحدی ,مسکونی
 ساله,"3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"250,  متر","2,  پارکینگ",0,,مسکونی,,تهران ، منطقه 4 ، پاسداران - ضرابخانه,پاسداران 250 متر سوپر لوکس full,مسکونی
"6,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"74,  متر","1,  پارکینگ",11 میلیارد,148 میلیون,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,74متر/2خواب/وییو دار/فول,مسکونی
"18,  ساله","1,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"60,  متر","1,  پارکینگ",5.7 میلیارد,,مسکونی,,تهران ، منطقه 5 ، سازمان برنامه جنوبی,فروش آپارتمان/برج 1 خوابه در سازمان برنامه جنوبی ,مسکونی
"18,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"78,  متر","1,  پارکینگ",6.5 میلیارد,,مسکونی,,تهران ، منطقه 5 ، سازمان برنامه مرکزی,فروش آپارتمان/برج 2 خوابه در سازمان برنامه مرکزی ,مسکونی
"15,  ساله","1,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"48,  متر","1,  پارکینگ",5.3 میلیارد,,مسکونی,,تهران ، منطقه 5 ، سازمان برنامه جنوبی,فروش آپارتمان/برج 1 خوابه در سازمان برنامه جنوبی ,مسکونی
"14,  ساله","2,  خوابه",,5 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"110,  متر","1,  پارکینگ",16 میلیارد,,مسکونی,,تهران ، منطقه 2 ، شهرک غرب,شهرک غرب 110متر بازسازی شده (آفتابگیر کامل),مسکونی
"18,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"66,  متر","1,  پارکینگ",5.3 میلیارد,,مسکونی,,تهران ، منطقه 5 ، بلوار فردوس شرقی,فروش آپارتمان/برج 2 خوابه در بلوار فردوس شرقی ,مسکونی
"11,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"107,  متر","1,  پارکینگ",0,,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,سعادت آباد مروارید 107متر تکواحد  (فروشنده واقعی...),مسکونی
 ساله,"3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"200,  متر","2,  پارکینگ",35.9 میلیارد,,مسکونی,,تهران ، منطقه 2 ، شهرک غرب,شهرک غرب 200 متر 2 پارکینگ(سازه مهندسی ساز),مسکونی
 ساله,"2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"115,  متر","1,  پارکینگ",0,,مسکونی,,تهران ، منطقه 2 ، شهرک غرب,شهرک غرب 115متر لوکس و مدرن (سالن ورزش و روف گاردن),مسکونی
"4,  ساله","3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"148,  متر","1,  پارکینگ",0,,مسکونی,,تهران ، منطقه 2 ، شهرک غرب,شهرک غرب 148متر تکواحد (4 ساله واقعی),مسکونی
 ساله,"2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"91,  متر","1,  پارکینگ",11.8 میلیارد,130 میلیون,مسکونی,,تهران ، منطقه 2 ، پونک,حمام افتاب قیمتی استثنایی,مسکونی
"15,  ساله","3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"137,  متر","1,  پارکینگ",0,,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,سعادت آباد 137 متر سازه مهندسی ساز (مشابه 10ساله),مسکونی
 ساله,"2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"105,  متر","1,  پارکینگ",30.4 میلیارد,290 میلیون,مسکونی,,تهران ، منطقه 1 ، فرمانیه,105 متر فرمانیه شرقی/سازه برند/مناسب لوکس پسندان,مسکونی
"9,  ساله","3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"168,  متر","1,  پارکینگ",28.7 میلیارد,170.7 میلیون,مسکونی,,تهران ، منطقه 2 ، سپهر,فروش آپارتمان/برج 3 خوابه در سپهر - منطقه 2 ,مسکونی
 ساله,"2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"115,  متر","1,  پارکینگ",18 میلیارد,156.5 میلیون,مسکونی,,تهران ، منطقه 2 ، سپهر,115متر 2خواب نوساز (سند تکبرگ),مسکونی
"6,  ساله","1,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"48,  متر","1,  پارکینگ",1.3 میلیارد,,مسکونی,,تهران ، منطقه 5 ، اندیشه,اپارتمان48متر.پکیج. پارکینگ سندی. سند تکبرگ,مسکونی
"20,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"112,  متر","1,  پارکینگ",11.8 میلیارد,105 میلیون,مسکونی,,تهران ، منطقه 6 ، توانیر,فروش آپارتمان 2 خوابه در توانیر,مسکونی
 ساله,"3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"135,  متر","2,  پارکینگ",39.1 میلیارد,290 میلیون,مسکونی,,تهران ، منطقه 1 ، فرمانیه,135متر فرمانیه شرقی/سازه برند/مناسب لوکس پسندان,مسکونی
"8,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"103,  متر","1,  پارکینگ",9.9 میلیارد,,مسکونی,,تهران ، منطقه 5 ، باغ فیض,فروش آپارتمان/ 2 خوابه در باغ فیض - منطقه 5 ,مسکونی
 ساله,"2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"102,  متر"," پارکینگ, 15",7.7 میلیارد,,مسکونی,,تهران ، منطقه 5 ، باغ فیض,فروش آپارتمان2 خوابه در باغ فیض - منطقه 5 ,مسکونی
"10,  ساله","3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"135,  متر","3,  پارکینگ",23.6 میلیارد,175 میلیون,مسکونی,,تهران ، منطقه 2 ، شهرک غرب,فروش 3 خواب 3 پارکینگ رو به آفتاب درختی,مسکونی
"9,  ساله","1,  خوابه",,1 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"56,  متر","1,  پارکینگ",6.2 میلیارد,110.7 میلیون,مسکونی,,تهران ، منطقه 5 ، فردوس,56 متر تکخواب / بی همتا در نور و نقشه / بلوار فردوس,مسکونی
 ساله,"3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"139,  متر","1,  پارکینگ",6 میلیارد,135 میلیون,مسکونی,,تهران ، منطقه 5 ، پونک جنوبی,139متر/3خواب/اقساطی خانه دار شوید/فرصت سود اور در بازار امروز,مسکونی
"18,  ساله","2,  خوابه",,4 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"75,  متر","1,  پارکینگ",9.5 میلیارد,,مسکونی,,تهران ، منطقه 2 ، شهرک غرب,"75متر  2خواب (دادمان, سپهر) فول بازسازی  امکانات کامل ",مسکونی
"16,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"70,  متر","1,  پارکینگ",10.5 میلیارد,,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,سعادت آباد 2 خواب 70 متر زیر قیمت با امکانات,مسکونی
 ساله,"2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"71,  متر","1,  پارکینگ",5.8 میلیارد,,مسکونی,,تهران ، منطقه 5 ، فردوس,فروش آپارتمان/ 2 خوابه در فردوس - منطقه 5 ,مسکونی
"5,  ساله","3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"200,  متر","2,  پارکینگ",0,,مسکونی,,تهران ، منطقه 4 ، هروی,فروش آپارتمان/برج 3 خوابه در هروی/200متری/نما ترکیبی/پلان تفکیکی,مسکونی
"20,  ساله","1,  خوابه",,1 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"55,  متر","1,  پارکینگ",4.9 میلیارد,87.5 میلیون,مسکونی,,تهران ، منطقه 5 ، باغ فیض,فروش آپارتمان/برج 1 خوابه در باغ فیض - منطقه 5 ,مسکونی
"18,  ساله","1,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"55,  متر","1,  پارکینگ",4.1 میلیارد,,مسکونی,,تهران ، منطقه 5 ، شربیانی - فرساد,55متر//بدون مشابه /آلاله شرقی/سرمایه گذاری ,مسکونی
"18,  ساله","3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"160,  متر","1,  پارکینگ",20.8 میلیارد,130 میلیون,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,فروش آپارتمان 160 متر سه خواب سعادت آباد ,مسکونی
"1,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"122,  متر","1,  پارکینگ",14.2 میلیارد,116 میلیون,مسکونی,,تهران ، منطقه 4 ، پاسداران,فروش آپارتمان/برج 2 خوابه  در  پاسداران - هروی / کلید نخورده/ ,مسکونی
 ساله,"2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"66,  متر","1,  پارکینگ",11.2 میلیارد,170 میلیون,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,"66متر 2خواب سعادت آباد نوساز کلید نخورده,غرق نور",مسکونی
"4,  ساله","3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"148,  متر","1,  پارکینگ",0,,مسکونی,,تهران ، منطقه 1 ، سه راه اقدسیه,148  متر  خوش  نقشه  گلزار  شمالی,مسکونی
 ساله,"2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"69,  متر","1,  پارکینگ",11.7 میلیارد,170 میلیون,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,"69متر 2خواب سعادت آباد,نوساز کلید نخورده,",مسکونی
"8,  ساله","3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"252,  متر","3,  پارکینگ",61.7 میلیارد,245 میلیون,مسکونی,,تهران ، منطقه 1 ، زعفرانیه,252متر زعفرانیه/تک واحدی/طبقه آخر /3 پارکینگ باکس,مسکونی
"10,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"120,  متر","1,  پارکینگ",15.6 میلیارد,130 میلیون,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,"120متر 2خواب سعادت آباد,علامه,فول بازسازی",مسکونی
 ساله,"2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"70,  متر","1,  پارکینگ",11.2 میلیارد,160 میلیون,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,"70 متر 2خواب سعادت آباد,نوساز کلید نخورده,غرق نور",مسکونی
 ساله,"2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"101,  متر","1,  پارکینگ",9.1 میلیارد,90 میلیون,مسکونی,,تهران ، منطقه 22 ، دریاچه چیتگر,101متر ویو دار رونیکا پالاس کوهک,مسکونی
"18,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"105,  متر","1,  پارکینگ",22 میلیارد,,مسکونی,,تهران ، منطقه 1 ، فرمانیه,فروش آپارتمان/برج 2 خوابه در فرمانیه - منطقه 1 ,مسکونی
"9,  ساله","3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"125,  متر","1,  پارکینگ",22.5 میلیارد,,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,سعادت آباد 3 خوابه با مشاعات آبی فروشی,مسکونی
 ساله,"2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"100,  متر","1,  پارکینگ",8.5 میلیارد,85 میلیون,مسکونی,,تهران ، منطقه 22 ، کوهک,100متر ویو دار سرمایه گذاری برج رونیکا پالاس,مسکونی
"10,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"80,  متر","1,  پارکینگ",7.5 میلیارد,,مسکونی,,تهران ، منطقه 5 ، بلوار فردوس شرقی,فروش آپارتمان/ 2 خوابه رو به آفتاب در بلوار فردوس شرقی - منطقه 5 ,مسکونی
"8,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"86,  متر","1,  پارکینگ",7.6 میلیارد,,مسکونی,,تهران ، منطقه 5 ، بلوار فردوس شرقی,فروش آپارتمان/ 2 خوابه سالن خوش چیدمان در بلوار فردوس شرقی - منطقه 5 ,مسکونی
"17,  ساله","3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"170,  متر","1,  پارکینگ",19.9 میلیارد,,مسکونی,,تهران ، منطقه 3 ، اختیاریه,فروش آپارتمان 170متر دیباجی  جنوبی ,مسکونی
"0,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"77,  متر","1,  پارکینگ",8.5 میلیارد,,مسکونی,,تهران ، منطقه 5 ، بلوار فردوس شرقی,فروش آپارتمان/ 2 خوابه نوساز کلید نخورده در بلوار فردوس شرقی - منطقه 5 ,مسکونی
"12,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"107,  متر","1,  پارکینگ",10 میلیارد,,مسکونی,,تهران ، منطقه 5 ، بلوار فردوس شرقی,فروش آپارتمان/ 2 خوابه در بلوار فردوس شرقی - منطقه 5 ,مسکونی
"15,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"85,  متر","1,  پارکینگ",7.8 میلیارد,,مسکونی,,تهران ، منطقه 5 ، فردوس,فروش آپارتمان/ 2 خوابه در فردوس - منطقه 5 ,مسکونی
 ساله,"3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"150,  متر","2,  پارکینگ",18.5 میلیارد,,مسکونی,,تهران ، منطقه 5 ، سازمان برنامه شمالی,فروش آپارتمان/ 3 خوابه تحویل اسفند در سازمان برنامه شمالی - منطقه 5 ,مسکونی
 ساله,"2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"122,  متر","1,  پارکینگ",14.7 میلیارد,120 میلیون,مسکونی,,تهران ، منطقه 4 ، پاسداران - ضرابخانه,122متر/2خواب/چشم اندازی از شمال تا شرق طهران/برج باغ اعیانی رونیکا پالاس,مسکونی
"18,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"72,  متر","1,  پارکینگ",5.7 میلیارد,,مسکونی,,تهران ، منطقه 5 ، شهر زیبا,فروش آپارتمان/برج 2 خوابه در شهر زیبا ,مسکونی
 ساله,"2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"75,  متر","1,  پارکینگ",3.1 میلیارد,42 میلیون,مسکونی,,تهران ، منطقه 20 ، دیلمان,75 متر  2 خواب  ویژه و فوری,مسکونی
 ساله,"1,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"65,  متر","1,  پارکینگ",8.8 میلیارد,135 میلیون,مسکونی,,تهران ، منطقه 3 ، بلوار میرداماد,میرداماد شریعتی 65 متر یکخواب ,مسکونی
"20,  ساله","2,  خوابه",,4 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"118,  متر","1,  پارکینگ",14 میلیارد,118 میلیون,مسکونی,,تهران ، منطقه 3 ، جردن,فروش118متر2خواب جردن ولیعصر,مسکونی
"15,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"130,  متر","1,  پارکینگ",8 میلیارد,,مسکونی,,تهران ، منطقه 22 ، دریاچه چیتگر,فروش آپارتمان/برج 2 خوابه در دریاچه چیتگر - منطقه 22 ,مسکونی
"16,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"66,  متر","1,  پارکینگ",6 میلیارد,91 میلیون,مسکونی,,تهران ، منطقه 5 ، سازمان برنامه مرکزی,قابل توجه اعیان نشینان فردوس/تاپ لوکیشن منطقه/66متر دو خواب,مسکونی
 ساله,"2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"120,  متر","1,  پارکینگ",25 میلیارد,,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,فروش آپارتمان/ 2 خوابه در سعادت اباد - منطقه 2,مسکونی
 ساله,"3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"155,  متر","1,  پارکینگ",23 میلیارد,,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,فروش آپارتمان/ 3 خوابه در سعادت اباد - منطقه 2 ,مسکونی
 ساله,"3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"155,  متر","1,  پارکینگ",25 میلیارد,,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,فروش آپارتمان/ 3 خوابه در سعادت اباد - منطقه 2 ,مسکونی
 ساله,"3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"131,  متر","1,  پارکینگ",17.4 میلیارد,,مسکونی,,تهران ، منطقه 2 ، شهرک غرب,فروش آپارتمان 3 خوابه در شهرک غرب - منطقه 2 ,مسکونی
"7,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"104,  متر","1,  پارکینگ",19.2 میلیارد,,مسکونی,,تهران ، منطقه 2 ، شهرک غرب,فروش آپارتمان/برج 2 خوابه در شهرک غرب - منطقه 2,مسکونی
"18,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"65,  متر","1,  پارکینگ",5.3 میلیارد,,مسکونی,,تهران ، منطقه 5 ، بلوار فردوس شرقی,فروش آپارتمان/برج 2 خوابه در بلوار فردوس شرقی ,مسکونی
"18,  ساله","3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"200,  متر","1,  پارکینگ",0,,مسکونی,,تهران ، منطقه 3 ، دروس,"دروس , 200 متر , تاپ لوکیشن , فول باز سازی شده ",مسکونی
 ساله,"2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"119,  متر","1,  پارکینگ",23.5 میلیارد,,مسکونی,,تهران ، منطقه 2 ، شهرک غرب,فروش آپارتمان/ 2 خوابه در شهرک غرب - منطقه 2,مسکونی
"18,  ساله","1,  خوابه",,1 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"70,  متر","1,  پارکینگ",5.4 میلیارد,77.1 میلیون,مسکونی,,تهران ، منطقه 5 ، شهران جنوبی,70 متر / فول بازسازی دیزاین / طوقانی,مسکونی
"23,  ساله","2,  خوابه",,1 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"110,  متر","1,  پارکینگ",8.5 میلیارد,77.5 میلیون,مسکونی,,تهران ، منطقه 5 ، شهران شمالی,فروش آپارتمان 110 متر 2 خوابه در شهران شمالی - منطقه 5 ,مسکونی
"14,  ساله","1,  خوابه",,1 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"60,  متر","1,  پارکینگ",5.5 میلیارد,91.7 میلیون,مسکونی,,تهران ، منطقه 5 ، پونک شمالی,60 متر / خوش نقشه / غرق در نور / پونک شمالی,مسکونی
 ساله,"3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"165,  متر","2,  پارکینگ",0,,مسکونی,,تهران ، منطقه 3 ، دروس,دروس/165متری/مشاعات هتلینگ,مسکونی
"18,  ساله","1,  خوابه",,1 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"56,  متر","1,  پارکینگ",5.6 میلیارد,100 میلیون,مسکونی,,تهران ، منطقه 5 ، جنت اباد جنوبی,56 متر خوش نقشه / رو به آفتاب / ایثارگران,مسکونی
"17,  ساله","1,  خوابه",,1 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"60,  متر","1,  پارکینگ",6 میلیارد,100 میلیون,مسکونی,,تهران ، منطقه 5 ، شهران شمالی,فروش آپارتمان/برج 1 خوابه در شهران شمالی - منطقه 5 ,مسکونی
"9,  ساله","1,  خوابه",,1 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"68,  متر","1,  پارکینگ",5.5 میلیارد,80.9 میلیون,مسکونی,,تهران ، منطقه 5 ، شهر زیبا,68 متر تک خواب / 9 سال ساخت /  بلوار تعاون,مسکونی
 ساله,"3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"230,  متر","2,  پارکینگ",37 میلیارد,,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,فروش آپارتمان3 خوابه در سعادت اباد - منطقه 2 ,مسکونی
 ساله,"4,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"340,  متر","3,  پارکینگ",0,,مسکونی,,تهران ، منطقه 3 ، دروس,دروس 340متر4خوابه نوساز تکواحدی فول,مسکونی
 ساله,"3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"235,  متر","2,  پارکینگ",0,,مسکونی,,تهران ، منطقه 3 ، دروس,اپارتمان 235متر3خوابه نوساز مشاعات فول دروس,مسکونی
 ساله,"3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"190,  متر","3,  پارکینگ",0,,مسکونی,,تهران ، منطقه 3 ، دروس,190متر3خوابه سوپرلوکس فول دروس نئوکلاسیک,مسکونی
"12,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"135,  متر","1,  پارکینگ",27 میلیارد,,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,فروش آپارتمان 2 خوابه در سعادت اباد - منطقه 2 ,مسکونی
 ساله,"3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"163,  متر","2,  پارکینگ",32 میلیارد,,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,فروش آپارتمان/3 خوابه در سعادت اباد - منطقه 2 ,مسکونی
"10,  ساله","1,  خوابه",,1 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"68,  متر","1,  پارکینگ",5.6 میلیارد,81.7 میلیون,مسکونی,,تهران ، منطقه 5 ، شهر زیبا,هیچ توضیحی برای این واحد ندارم,مسکونی
 ساله,"4,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"390,  متر","4,  پارکینگ",0,,مسکونی,,تهران ، منطقه 3 ، دروس,دروس 390متر4خوابه نوساز تکواحدی فول,مسکونی
"20,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"120,  متر","1,  پارکینگ",14.8 میلیارد,123.3 میلیون,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,"120 متر , سعادت آباد , بلوار دریا",مسکونی
 ساله,"3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"170,  متر","1,  پارکینگ",24 میلیارد,,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,فروش آپارتمان3 خوابه در سعادت اباد - منطقه 2 ,مسکونی
 ساله,"3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"235,  متر","2,  پارکینگ",0,,مسکونی,,تهران ، منطقه 3 ، دروس,235متر3خوابه نوساز دروس یارمحمدی (مشاعات هتلینگ ),مسکونی
 ساله,"1,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"50,  متر"," پارکینگ, 20",5.8 میلیارد,116 میلیون,مسکونی,,تهران ، منطقه 2 ، شهرک غرب,"50 متر , یکخواب , شهرک غرب , دادمان",مسکونی
"6,  ساله","1,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"77,  متر","1,  پارکینگ",7.4 میلیارد,,مسکونی,,تهران ، منطقه 6 ، میدان ولیعصر,فروش آپارتمان مسکونی 77 متری بالای میدان ولیعصر,مسکونی
"10,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"120,  متر","1,  پارکینگ",14 میلیارد,11.7 میلیارد,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,"120 متر , سعادت آباد , طبقه آخر , دوکله ",مسکونی
"30,  ساله","2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"130,  متر","1,  پارکینگ",31.2 میلیارد,240 میلیون,مسکونی,,تهران ، منطقه 2 ، شهرک غرب,فروش 130 متر دو خواب شهرک غرب فاز دو ,مسکونی
"9,  ساله","3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"148,  متر","1,  پارکینگ",24.4 میلیارد,165 میلیون,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,فروش 148 متر سه خواب سعادت آباد 24 متری ,مسکونی
"1,  ساله","3,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"180,  متر","2,  پارکینگ",0,,مسکونی,,تهران ، منطقه 3 ، دروس,فروش آپارتمان 3 خوابه در دروس,مسکونی
"6,  ساله","3,  خوابه",,3 ساعت پیش,آپارتمان/برج,35.731939,,51.4127613,"220,  متر","3,  پارکینگ",39.6 میلیارد,180 میلیون,مسکونی,,تهران ، منطقه 2 ، سعادت اباد,فروش 220 متر سه خواب زیر قیمت سعادت آباد ,مسکونی
 ساله,"2,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"110,  متر","1,  پارکینگ",7 میلیارد,,مسکونی,,تهران ، منطقه 22 ، دریاچه چیتگر,از تجسم تا تحقق رویاها در کنار شما هستیم,مسکونی
 ساله,"4,  خوابه",,5 روز پیش,آپارتمان/برج,35.731939,,51.4127613,"253,  متر","3,  پارکینگ",0,,مسکونی,,تهران ، منطقه 4 ، پاسداران,فروش واحد 253 متری تمام برند در پاسداران,مسکونی
